Date,Close,High,Low,Open,Volume,returns,log_returns,volatility_20d,volatility_60d
2020-01-30,101.5,103.5,100.9000015258789,102.0,24626,-0.005389544687018355,-0.005404120678546442,,
2020-01-31,102.6500015258789,103.25,100.1500015258789,101.44999694824219,23166,0.011330064294373443,0.011266359847970435,0.2483419893746628,
2020-02-03,97.9000015258789,102.30000305175781,97.80000305175781,102.0,31237,-0.0462737450500913,-0.04737859320725083,0.27798812014188073,
2020-02-04,98.1500015258789,101.75,97.5999984741211,98.94999694824219,29518,0.002553626109330631,0.0025503711463056153,0.27157492267469235,
2020-02-05,97.75,99.25,97.55000305175781,98.5,29230,-0.004075410286911052,-0.0040837374033921734,0.2686060013957206,
2020-02-06,98.1500015258789,99.3499984741211,97.4000015258789,98.44999694824219,34189,0.004092087221267526,0.004083737403392156,0.26715975954587146,
2020-02-07,98.3499984741211,99.9000015258789,97.69999694824219,98.3499984741211,23661,0.002037666277462602,0.002035593051417598,0.26931931766050266,
2020-02-10,100.30000305175781,100.69999694824219,98.05000305175781,98.55000305175781,45770,0.019827194792990444,0.019633196073903566,0.27690682871407113,
2020-02-11,100.5,101.19999694824219,99.5,100.6500015258789,36364,0.0019939874591925477,0.0019920021049417494,0.2572995536092114,
2020-02-12,100.6500015258789,102.30000305175781,100.0,101.0,36213,0.00149255249630742,0.0014914397469172835,0.2565970805863085,
2020-02-13,104.44999694824219,104.6500015258789,99.94999694824219,100.5,28558,0.037754549078533595,0.037059291539122824,0.30089869698173455,
2020-02-14,109.0999984741211,109.4000015258789,103.6500015258789,104.1500015258789,10502,0.044518924478122335,0.043556420067796496,0.3454465538530837,
2020-02-18,106.55000305175781,111.5,104.4000015258789,109.69999694824219,14616,-0.023373010614369027,-0.023650491666785265,0.35367526322277343,
2020-02-19,106.80000305175781,107.75,105.5,106.30000305175781,17063,0.0023463162162329354,0.0023435679144235555,0.3528936817845829,
2020-02-20,103.5999984741211,107.05000305175781,104.0,107.05000305175781,721,-0.02996258882208014,-0.03042064000378375,0.36676792749979786,
2020-02-21,108.8499984741211,109.69999694824219,104.5999984741211,104.5999984741211,26,0.050675676422055504,0.04943345856555456,0.40990170233747386,
2020-02-24,105.9000015258789,107.05000305175781,102.9000015258789,105.44999694824219,878,-0.02710148819104985,-0.027475506646338438,0.4138451876813048,
2020-02-25,107.0999984741211,107.69999694824219,103.9000015258789,106.44999694824219,104,0.011331415778581766,0.01126769619042975,0.399794634125317,
2020-02-26,109.0999984741211,109.3499984741211,105.3499984741211,105.3499984741211,17,0.018674136587250034,0.018501915646499674,0.4005680191563771,
2020-02-27,108.19999694824219,110.80000305175781,107.80000305175781,109.9000015258789,412,-0.008249326658720246,-0.008283540645372175,0.38611490490378225,
2020-02-28,110.0999984741211,109.94999694824219,107.75,107.75,110,0.017560088534824825,0.017407691662011848,0.3879248989613918,
2020-03-02,114.6500015258789,113.69999694824219,112.75,112.75,17,0.041326095502419946,0.04049499274332447,0.40910949412540526,
2020-03-03,121.05000305175781,120.75,118.30000305175781,118.69999694824219,119,0.05582207972700548,0.05431968598185723,0.3968934033549079,
2020-03-04,117.1500015258789,118.8499984741211,118.8499984741211,118.8499984741211,62,-0.032218103490764594,-0.032748530615982534,0.4248699844976667,
2020-03-05,109.8499984741211,115.44999694824219,115.0,115.0,82,-0.06231329881925107,-0.06433939303875488,0.4937551800822003,
2020-03-06,105.5999984741211,106.19999694824219,105.5999984741211,105.5999984741211,42,-0.03868912206677211,-0.03945742811750088,0.5190125547256025,
2020-03-09,108.94999694824219,109.6500015258789,103.69999694824219,103.69999694824219,36,0.03172347085726579,0.03123067655745133,0.5280118474966043,
2020-03-10,114.25,114.44999694824219,111.30000305175781,111.30000305175781,92,0.04864619734019482,0.0474999963943126,0.5478082174277131,
2020-03-11,111.55000305175781,111.55000305175781,111.55000305175781,111.55000305175781,12,-0.023632358409122034,-0.023916081538015808,0.5584244823038592,
2020-03-12,109.1500015258789,109.1500015258789,109.1500015258789,109.1500015258789,100,-0.02151502877830791,-0.0217498512606945,0.5666980653506111,
2020-03-13,107.05000305175781,111.3499984741211,107.5,111.1500015258789,62,-0.019239564312999113,-0.01942705343213279,0.5586154959762559,
2020-03-16,103.9000015258789,107.05000305175781,104.8499984741211,107.05000305175781,4,-0.02942551551685535,-0.029867130752255763,0.5451473894828516,
2020-03-17,102.9000015258789,104.4000015258789,102.80000305175781,104.4000015258789,13,-0.009624638934686902,-0.009671255122456398,0.5401196062930353,
2020-03-18,108.05000305175781,108.19999694824219,108.19999694824219,108.19999694824219,18,0.050048604951514086,0.04883645352807653,0.5699819963981112,
2020-03-19,116.6500015258789,114.1500015258789,111.5,114.1500015258789,23503,0.0795927647498682,0.07658390035143423,0.6209440673253028,
2020-03-20,119.69999694824219,120.05000305175781,114.0,114.0,24830,0.02614655278582778,0.025810575520604794,0.60375439137851,
2020-03-23,121.25,124.9000015258789,116.5999984741211,120.6500015258789,26987,0.012949065090018586,0.012865942748718188,0.5917390818168657,
2020-03-24,125.5999984741211,126.05000305175781,120.80000305175781,121.44999694824219,21152,0.03587627607522559,0.03524771206778832,0.6002299217767516,
2020-03-25,129.9499969482422,130.39999389648438,122.3499984741211,126.19999694824219,25571,0.03463374623382154,0.03404749571802564,0.6063986363614907,
2020-03-26,124.6500015258789,130.64999389648438,124.05000305175781,128.39999389648438,17978,-0.04078488300753269,-0.04163991539253288,0.6295638221168861,
2020-03-27,115.8499984741211,123.3499984741211,115.6500015258789,123.3499984741211,19516,-0.07059769710416586,-0.07321358450364876,0.6866982043857217,
2020-03-30,119.30000305175781,120.8499984741211,116.19999694824219,116.19999694824219,14430,0.029779927691646835,0.02934511697718007,0.6794331279778354,0.4851703738371113
2020-03-31,119.55000305175781,120.4000015258789,116.4000015258789,118.6500015258789,14185,0.0020955573646677106,0.0020933647469698565,0.6500141869525826,0.48507377455890544
2020-04-01,116.0,119.0,114.0999984741211,117.75,17245,-0.02969471318391248,-0.03014452832501025,0.6484061703242264,0.4841037649839213
2020-04-02,119.3499984741211,120.0999984741211,116.5999984741211,116.8499984741211,17216,0.028879297190699038,0.028470148893565184,0.6113546248385813,0.48779332872187753
2020-04-03,114.9000015258789,119.19999694824219,114.30000305175781,118.55000305175781,15077,-0.037285270256681935,-0.03799814186515981,0.6100472462144839,0.4907794765780285
2020-04-06,116.6500015258789,117.80000305175781,112.4000015258789,114.8499984741211,18789,0.0152306351328102,0.015115813413499591,0.6032100878038555,0.49076508400637886
2020-04-07,119.9000015258789,120.9000015258789,117.0,117.05000305175781,22940,0.027861122653127346,0.027480063211461653,0.5871519560316599,0.493267242890999
2020-04-08,119.80000305175781,120.75,118.05000305175781,120.0,20568,-0.0008340156200874471,-0.0008343636046111943,0.5789224884422297,0.48702264599182
2020-04-09,118.5999984741211,122.0,116.9000015258789,120.0,20277,-0.010016732446311183,-0.010067237457253127,0.5735611758253019,0.4875474914928975
2020-04-13,119.75,120.5999984741211,116.5999984741211,118.94999694824219,14231,0.009696471675164853,0.009649762593157715,0.5666445814800036,0.4876941052312215
2020-04-14,117.19999694824219,120.3499984741211,115.75,119.9000015258789,14615,-0.021294388741192605,-0.021524385187001917,0.5605617083999624,0.489163056622887
2020-04-15,120.19999694824219,121.19999694824219,114.5999984741211,117.0,9063,0.025597270291097818,0.025275145608084016,0.5609556558494226,0.49141310527431886
2020-04-16,118.5999984741211,120.8499984741211,117.9000015258789,119.8499984741211,7041,-0.013311135729978885,-0.013400523014239895,0.5433640156277307,0.49181350673165364
2020-04-17,116.05000305175781,119.5999984741211,115.69999694824219,118.30000305175781,10691,-0.02150080484967032,-0.021735314680499055,0.47390970630002244,0.4940693784124026
2020-04-20,113.6500015258789,116.75,113.05000305175781,116.30000305175781,5968,-0.020680753664508833,-0.02089759529269242,0.4689929111846902,0.49529893804317543
2020-04-21,109.6500015258789,113.55000305175781,109.3499984741211,113.0,8794,-0.03519577603427637,-0.035830074944873974,0.4794283177841322,0.49864771034828903
2020-04-22,110.5999984741211,112.0999984741211,109.6500015258789,109.6500015258789,124,0.008663902736179896,0.008626586512059494,0.45823663353457234,0.494238887617062
2020-04-23,111.05000305175781,113.5999984741211,110.6500015258789,112.0,39,0.004068757539287038,0.00406050252951001,0.4345772855073681,0.4931955999990221
2020-04-24,105.19999694824219,109.44999694824219,105.0,109.44999694824219,35,-0.05267902694959026,-0.05411730652686656,0.4485000162229779,0.5018549960736796
2020-04-27,104.5999984741211,107.0,104.30000305175781,107.0,32,-0.00570340771413036,-0.005719734251434423,0.3828354133916115,0.501872470021815
2020-04-28,105.69999694824219,105.69999694824219,105.69999694824219,105.69999694824219,113,0.010516237955713104,0.010461326961240566,0.3654589846262264,0.5018036384354021
2020-04-29,103.6500015258789,104.0999984741211,103.5,104.05000305175781,16,-0.01939447002412964,-0.019585010401066177,0.36727390760463396,0.49395499388728636
2020-04-30,104.6500015258789,104.0999984741211,102.6500015258789,103.75,14,0.009647853210598578,0.009601609869546878,0.3613251114139192,0.4942379886027017
2020-05-01,104.44999694824219,104.25,103.69999694824219,104.25,2,-0.00191117606039648,-0.0019130046876205595,0.33900244145494035,0.494152758835488
2020-05-04,105.55000305175781,103.9000015258789,103.4000015258789,103.9000015258789,0,0.010531413457682604,0.010476344422070025,0.32340396645300257,0.49446861655385566
2020-05-05,108.8499984741211,108.30000305175781,108.30000305175781,108.30000305175781,49,0.03126475913738336,0.03078597045513554,0.3406227380863105,0.4981707476516663
2020-05-06,109.3499984741211,109.1500015258789,107.75,107.80000305175781,6,0.004593477326679807,0.004582959506318224,0.32195248949185434,0.496841776917339
2020-05-07,107.44999694824219,107.0,104.5999984741211,107.0,4,-0.017375414287989832,-0.0175281384818302,0.3248654830142408,0.49841302622493594
2020-05-08,110.0999984741211,109.4000015258789,108.25,108.25,2,0.024662648684442345,0.02436343518274259,0.3410019274544264,0.5006488340250405
2020-05-11,108.94999694824219,108.19999694824219,108.19999694824219,108.19999694824219,10,-0.010445063958372525,-0.010499996489605451,0.3381545918114139,0.495660231451822
2020-05-12,105.5999984741211,107.75,107.75,107.75,1,-0.030748036419978475,-0.031230676557451348,0.34595784858732065,0.4915369997009383
2020-05-13,103.55000305175781,104.5,103.6500015258789,104.5,57,-0.0194128357195541,-0.019603739509611997,0.3297233797717315,0.4908016439275319
2020-05-14,104.9000015258789,105.3499984741211,105.3499984741211,105.3499984741211,4,0.01303716498633345,0.01295291263534676,0.33646383863086154,0.49150907245283965
2020-05-15,104.80000305175781,105.0,105.0,105.0,1,-0.0009532742866207311,-0.0009537289415170101,0.3317017854903834,0.48749167478866684
2020-05-18,105.69999694824219,105.69999694824219,105.69999694824219,105.69999694824219,17327,0.008587727769815867,0.008551062997542736,0.32946766857254095,0.4765543457180835
2020-05-19,107.05000305175781,108.69999694824219,106.30000305175781,107.5,11518,0.012772054328219928,0.01269117953916048,0.31160671593930345,0.4738842200880343
2020-05-20,105.6500015258789,107.6500015258789,105.30000305175781,106.75,12399,-0.01307801481520754,-0.013164285038632983,0.3122073558981652,0.4741675181333596
2020-05-21,104.75,106.75,104.19999694824219,105.75,19211,-0.008518708120022644,-0.00855519970259094,0.31210539513448515,0.47291836896149503
2020-05-22,103.5999984741211,105.1500015258789,102.3499984741211,104.75,0,-0.01097853485325928,-0.011039243705425441,0.25311856702568547,0.47314876436350195
2020-05-26,105.0999984741211,107.0999984741211,104.19999694824219,104.6500015258789,18345,0.014478764692015922,0.01437494826773065,0.2578630051680665,0.4726942495331726
2020-05-27,102.5,106.0,101.44999694824219,105.1500015258789,20950,-0.02473833027467931,-0.02504946478608946,0.2695540907988028,0.4671802534668334
2020-05-28,99.0999984741211,102.55000305175781,98.55000305175781,102.30000305175781,21073,-0.03317074659394059,-0.03373337263988608,0.2857042170673859,0.45605832940233276
2020-05-29,96.30000305175781,100.05000305175781,95.8499984741211,99.19999694824219,23795,-0.028254242840321186,-0.028661075444385137,0.2965277287177741,0.45504201519666904
2020-06-01,98.30000305175781,99.0,94.80000305175781,95.8499984741211,26971,0.02076843132523143,0.02055570770427789,0.30928304365032383,0.44029189824185266
2020-06-02,98.19999694824219,99.69999694824219,97.3499984741211,98.44999694824219,17761,-0.0010173560570793105,-0.0010178739150131456,0.30534820096745746,0.43340605106966656
2020-06-03,99.0999984741211,100.75,97.9000015258789,98.5,16879,0.009164985273403481,0.009123241655120585,0.2811664834129259,0.428604951162662
2020-06-04,98.1500015258789,98.94999694824219,96.25,98.9000015258789,13953,-0.009586245841267771,-0.009632489669709454,0.27956369981413043,0.4160993950864186
2020-06-05,98.9000015258789,99.75,97.05000305175781,98.55000305175781,16818,0.007641365138463696,0.007612317788301634,0.2792642233031052,0.41414776189144714
2020-06-08,98.9000015258789,99.6500015258789,97.55000305175781,99.25,26561,0.0,0.0,0.258665743556186,0.412086354421076
2020-06-09,97.80000305175781,99.44999694824219,97.25,99.19999694824219,22764,-0.011122330203738762,-0.011184645812330113,0.25885820618657224,0.41091207010840225
2020-06-10,96.75,98.6500015258789,96.4000015258789,97.9000015258789,24680,-0.0107362271880721,-0.010794276334947632,0.24191229709772893,0.40719239942935925
2020-06-11,96.0,97.6500015258789,94.5999984741211,96.19999694824219,27278,-0.007751937984496138,-0.007782140442054963,0.23568301821940998,0.4070383735946667
2020-06-12,95.19999694824219,97.80000305175781,94.9000015258789,96.3499984741211,18281,-0.008333365122477177,-0.008368281726796628,0.22765839777608485,0.39321750289096435
2020-06-15,94.0,95.25,92.69999694824219,94.19999694824219,22016,-0.012605010364596936,-0.012685127471035697,0.22884091745774238,0.3552647601305167
2020-06-16,93.6500015258789,95.44999694824219,92.75,94.6500015258789,11584,-0.0037233880225647775,-0.003730337086485143,0.22301293911316042,0.34990834890334255
2020-06-17,96.25,96.80000305175781,93.1500015258789,93.25,12234,0.027762930397845498,0.027384527984374973,0.24496326344434893,0.35423466712836854
2020-06-18,94.5999984741211,97.05000305175781,94.4000015258789,97.0,16437,-0.017142872996144476,-0.0172915132398593,0.24711481733598573,0.34556072735547794
2020-06-19,93.75,95.30000305175781,93.44999694824219,94.30000305175781,15815,-0.008985184860797024,-0.009025795077514111,0.24719860476610742,0.33590182794906986
2020-06-22,95.94999694824219,96.0999984741211,94.0,94.05000305175781,266,0.023466634114583274,0.023195525797478803,0.2664105581893235,0.33262584282422836
2020-06-23,96.25,97.55000305175781,95.75,96.25,30,0.003126660357473998,0.0031217825198946243,0.2590867290731671,0.3026717946176775
2020-06-24,96.6500015258789,97.0999984741211,96.25,96.25,34,0.004155860009131596,0.004147248274122492,0.24889955681489584,0.29531940877922785
2020-06-25,94.8499984741211,97.0999984741211,94.55000305175781,96.6500015258789,45,-0.01862393195385359,-0.01879954114827713,0.23001001953592068,0.29674230836479343
2020-06-26,95.6500015258789,95.5999984741211,93.44999694824219,95.5999984741211,19,0.008434402368241223,0.00839903154525572,0.21071608444882417,0.29272479372572624
2020-06-29,98.6500015258789,101.44999694824219,98.44999694824219,100.44999694824219,16,0.031364348689407295,0.030882536097231277,0.22743147518798004,0.29392408315108826
2020-06-30,100.05000305175781,100.3499984741211,99.5,100.3499984741211,7,0.014191601664716114,0.014091843595843034,0.232633708122921,0.28713147130700994
2020-07-01,103.05000305175781,102.80000305175781,102.05000305175781,102.80000305175781,4,0.029985006581639384,0.029544245418739404,0.2531210549220934,0.29248661309142343
2020-07-02,102.25,102.25,102.25,102.25,47,-0.007763251121458037,-0.007793542027897209,0.25208766552416967,0.2860470716821209
2020-07-06,97.19999694824219,97.3499984741211,97.3499984741211,97.3499984741211,0,-0.049388782902276884,-0.05065011485320353,0.31023763187103015,0.3017247224572943
2020-07-07,99.25,99.25,99.25,99.25,0,0.021090567038283048,0.02087123949759218,0.31974198057536546,0.30547828389040727
2020-07-08,98.94999694824219,98.94999694824219,98.94999694824219,98.94999694824219,0,-0.003022700773378517,-0.003027278360138551,0.3171629873476905,0.30436944455342685
2020-07-09,97.69999694824219,97.69999694824219,97.69999694824219,97.69999694824219,0,-0.012632643138471678,-0.01271311339443105,0.3181457998709548,0.3026577332556422
2020-07-10,96.1500015258789,96.94999694824219,95.44999694824219,96.80000305175781,4,-0.015864846169692415,-0.015992039908166264,0.32227430248860833,0.29790416454553637
2020-07-13,97.4000015258789,97.4000015258789,97.4000015258789,97.4000015258789,0,0.013000519814485578,0.012916738410033208,0.32361102194551655,0.2990957398810238
2020-07-14,96.69999694824219,96.69999694824219,96.69999694824219,96.69999694824219,0,-0.00718690520195453,-0.007212855414374994,0.32107566278310506,0.2967641509315723
2020-07-15,95.94999694824219,95.94999694824219,95.94999694824219,95.94999694824219,0,-0.007755946470209607,-0.007786180252223091,0.3222812726325386,0.2946239652009576
2020-07-16,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,8,0.011985425351282109,0.011914168934770163,0.3097947194229529,0.28815678068738404
2020-07-17,101.05000305175781,101.05000305175781,101.05000305175781,101.05000305175781,0,0.04067975942027924,0.03987411446733354,0.3329454081279565,0.30036274052260803
2020-07-20,98.5,98.5,98.5,98.5,0,-0.02523506160065825,-0.025558925872059518,0.34578467721276634,0.30409482938270954
2020-07-21,100.5,100.5,100.5,100.5,13941,0.020304568527918843,0.020101179321087303,0.34344022996454104,0.28833031483243976
2020-07-22,108.3499984741211,108.75,101.25,101.75,32829,0.07810943755344368,0.07520898640036802,0.4358395128824658,0.3301259866617599
2020-07-23,107.5,109.30000305175781,106.1500015258789,108.0999984741211,24990,-0.007844932958851025,-0.00787586633178098,0.4386918425271336,0.3299618252526022
2020-07-24,108.4000015258789,109.0999984741211,106.3499984741211,106.94999694824219,22539,0.008372107217478275,0.008337255514201999,0.4292096747011689,0.32771339038725356
2020-07-27,110.4000015258789,110.75,107.4000015258789,107.9000015258789,25735,0.018450184242133405,0.018282044582442408,0.43110914064391487,0.32920382760338557
2020-07-28,109.6500015258789,111.3499984741211,108.3499984741211,110.3499984741211,18617,-0.006793478166974398,-0.006816658884560329,0.4243680013362436,0.3295465261734909
2020-07-29,111.5999984741211,112.5999984741211,109.30000305175781,109.4000015258789,24211,0.01778382964985159,0.0176275474946591,0.42551877855678183,0.3307734703828615
2020-07-30,115.3499984741211,117.4000015258789,112.19999694824219,112.44999694824219,34126,0.033602150997068314,0.033049935117049935,0.4284277262004474,0.331716018674658
2020-07-31,118.94999694824219,119.4000015258789,115.19999694824219,116.4000015258789,34771,0.031209349993435387,0.030732239701652626,0.4341258363415296,0.33732325522693046
2020-08-03,117.9000015258789,119.69999694824219,115.6500015258789,118.19999694824219,28190,-0.008827200078198927,-0.008866390607692756,0.3840690773296183,0.3357179693603239
2020-08-04,121.05000305175781,121.25,116.6500015258789,116.9000015258789,29406,0.026717569848270895,0.02636688810931829,0.3867398711676021,0.33634241423868005
2020-08-05,121.55000305175781,127.25,120.44999694824219,120.75,36843,0.004130524472487629,0.0041220172743596266,0.38430910630578075,0.3354010462337016
2020-08-06,117.0,124.19999694824219,116.44999694824219,122.0,28501,-0.03743317924739464,-0.03815179107139211,0.41319975543929094,0.338458504778398
2020-08-07,115.44999694824219,118.80000305175781,113.5999984741211,117.30000305175781,29392,-0.013247889331263307,-0.013336425430840732,0.4111794704033673,0.3370307438916932
2020-08-10,112.5999984741211,117.1500015258789,111.5999984741211,115.05000305175781,22719,-0.024685998696031053,-0.024995807212647877,0.42832888207650943,0.34061833925505575
2020-08-11,111.3499984741211,112.55000305175781,109.69999694824219,112.0,28553,-0.011101243489690549,-0.011163322154338708,0.4303438078598833,0.3415521297717552
2020-08-12,112.05000305175781,113.80000305175781,110.3499984741211,111.3499984741211,22667,0.006286525255762898,0.0062668474826856994,0.4266462971435789,0.3413730934344212
2020-08-13,116.19999694824219,117.1500015258789,111.1500015258789,112.4000015258789,20874,0.03703698155695201,0.03636759067222,0.43874955897429946,0.34843585654675324
2020-08-14,114.69999694824219,119.19999694824219,114.44999694824219,116.6500015258789,15520,-0.012908778308041824,-0.012992820625942342,0.4291690436876749,0.3484055726779981
2020-08-17,115.55000305175781,115.6500015258789,112.69999694824219,114.5999984741211,6996,0.0074106898529315846,0.007383365602209603,0.4122654845292192,0.3479576832356319
2020-08-18,119.30000305175781,119.75,115.6500015258789,115.6500015258789,7201,0.03245348248342572,0.031937991553303346,0.41914436644484243,0.35246263665592187
2020-08-19,118.44999694824219,122.19999694824219,116.75,119.5,9248,-0.007124946200938953,-0.007150449843712291,0.33289906034664335,0.3521320257030921
2020-08-20,118.55000305175781,119.94999694824219,117.0,118.0,7088,0.0008442896250924203,0.0008439334130901994,0.3299810957505196,0.34763655178083624
2020-08-21,120.0999984741211,120.4000015258789,116.5,119.6500015258789,245,0.013074613095425791,0.012989878127084893,0.3310184682050309,0.3401150962234347
2020-08-24,120.25,122.5999984741211,119.44999694824219,120.4000015258789,119,0.001248971921604447,0.001248192605002845,0.327599031908739,0.3336890548253876
2020-08-25,123.19999694824219,123.80000305175781,120.0,120.5,55,0.024532199153781242,0.024236117342787127,0.33213636012067,0.33458851330873635
2020-08-26,122.80000305175781,127.5999984741211,122.0,125.5,72,-0.003246703785653615,-0.0032519857641678403,0.33066829536769893,0.33476205652866764
2020-08-27,122.94999694824219,123.25,121.0,121.3499984741211,13,0.001221448638084821,0.0012207032765825367,0.3130239057740297,0.3346292233811975
2020-08-28,127.0999984741211,127.0999984741211,123.5999984741211,123.5999984741211,54,0.03375357160542203,0.03319642234899458,0.3161387791842938,0.338974421659085
2020-08-31,129.8000030517578,130.8000030517578,127.1500015258789,129.0500030517578,56,0.021243151928018955,0.021020661591153882,0.31858865961248645,0.3406481549744638
2020-09-01,131.89999389648438,132.3000030517578,130.8000030517578,132.25,22,0.01617866560364556,0.01604918566823663,0.31117477341084454,0.3412944119789517
2020-09-02,131.5,131.0500030517578,130.0,130.9499969482422,41,-0.0030325543214072548,-0.0030371618316379443,0.31231918974487705,0.34005904437488454
2020-09-03,131.60000610351562,131.3000030517578,131.0,131.3000030517578,11,0.0007605026883317212,0.0007602136526945441,0.2716970646043073,0.3385751507116213
2020-09-04,134.8000030517578,134.5,131.1999969482422,131.1999969482422,45,0.02431608510508032,0.024025155846845413,0.26904382394332327,0.3396467408756081
2020-09-08,132.8000030517578,129.5500030517578,128.25,129.0,17,-0.014836794916333051,-0.014947961094922094,0.2551272966425759,0.34106900640352206
2020-09-09,129.64999389648438,131.39999389648438,130.39999389648438,131.14999389648438,15,-0.023719947913297457,-0.024005795114630548,0.2713405751016575,0.34437378835094423
2020-09-10,132.5,132.5,132.5,132.5,5,0.021982308042306054,0.02174418051847017,0.2758808854696925,0.3454283199072636
2020-09-11,133.35000610351562,133.35000610351562,133.35000610351562,133.35000610351562,31,0.006415140403891462,0.006394650972391139,0.2545453090078983,0.34244960802916374
2020-09-14,123.55000305175781,128.64999389648438,124.1500015258789,128.14999389648438,118,-0.07349083316989402,-0.07633133926346,0.378255019017383,0.3762851389984842
2020-09-15,122.19999694824219,122.19999694824219,122.19999694824219,122.19999694824219,54,-0.010926799434801127,-0.01098693537118166,0.3816468605312007,0.37660844424785295
2020-09-16,120.55000305175781,123.8499984741211,120.69999694824219,123.8499984741211,8,-0.01350240538208225,-0.013594391821560046,0.36940512843199375,0.37636247725227057
2020-09-17,118.0999984741211,119.9000015258789,118.69999694824219,119.9000015258789,24,-0.020323554671208277,-0.02053291965937778,0.3760642089096172,0.37967201482953766
2020-09-18,113.5999984741211,118.3499984741211,115.75,118.3499984741211,20915,-0.03810330277850149,-0.03884821742807045,0.39974222559873085,0.3892115299008647
2020-09-21,112.0,113.44999694824219,110.80000305175781,113.0,32467,-0.01408449379940424,-0.01418462155992368,0.39793875753339386,0.38824468125087164
2020-09-22,110.6500015258789,114.80000305175781,110.3499984741211,112.55000305175781,22525,-0.01205355780465267,-0.012126791007896787,0.39877538471561563,0.3893041467942831
2020-09-23,110.5,112.5999984741211,109.05000305175781,110.80000305175781,24425,-0.00135563961871088,-0.0013565593293902473,0.38467984938341004,0.38477240074449875
2020-09-24,111.1500015258789,112.0999984741211,110.25,110.75,17432,0.005882366750035395,0.005865133180503347,0.38663577248814096,0.38404073094637114
2020-09-25,113.6500015258789,114.30000305175781,110.8499984741211,111.75,18236,0.0224921274465113,0.022242909586364497,0.3981456262934819,0.3820138587967486
2020-09-28,109.55000305175781,114.75,108.69999694824219,113.80000305175781,21447,-0.036075657009010165,-0.03674246982598601,0.388240895036117,0.38941329603813274
2020-09-29,109.55000305175781,110.4000015258789,108.30000305175781,109.0999984741211,21158,0.0,0.0,0.37475184905492265,0.3747539110565212
2020-09-30,110.94999694824219,112.75,109.4000015258789,110.25,21064,0.012779496645225485,0.012698527974209704,0.3720063485822942,0.3733555362419985
2020-10-01,107.05000305175781,111.5999984741211,106.4000015258789,110.94999694824219,27641,-0.0351509148603556,-0.035783578329427905,0.3832252560041532,0.3809777388016603
2020-10-02,108.94999694824219,110.0,104.9000015258789,106.5,23163,0.017748658031945475,0.01759298983653037,0.3941120896538802,0.38121936899197817
2020-10-05,107.19999694824219,109.69999694824219,106.5999984741211,108.6500015258789,19938,-0.016062414401272096,-0.01619281321119028,0.37426665533951875,0.38125935155981083
2020-10-06,107.6500015258789,109.4000015258789,107.0999984741211,107.5,15255,0.004197804015367623,0.0041890178160049465,0.3778408217451683,0.3806104763233599
2020-10-07,109.5999984741211,111.0,106.19999694824219,107.69999694824219,20419,0.0181142305675992,0.017952122606846137,0.38700875456323935,0.38154664774599417
